Order26	POAexemptCode	Description
21758	M80.062S	"Age-related osteoporosis with current pathological fracture, left lower leg, sequela"
21761	M80.069D	"Age-related osteoporosis with current pathological fracture, unspecified lower leg, subsequent encounter for fracture with routine healing"
21762	M80.069G	"Age-related osteoporosis with current pathological fracture, unspecified lower leg, subsequent encounter for fracture with delayed healing"
21763	M80.069K	"Age-related osteoporosis with current pathological fracture, unspecified lower leg, subsequent encounter for fracture with nonunion"
21764	M80.069P	"Age-related osteoporosis with current pathological fracture, unspecified lower leg, subsequent encounter for fracture with malunion"
21765	M80.069S	"Age-related osteoporosis with current pathological fracture, unspecified lower leg, sequela"
21769	M80.071D	"Age-related osteoporosis with current pathological fracture, right ankle and foot, subsequent encounter for fracture with routine healing"
21770	M80.071G	"Age-related osteoporosis with current pathological fracture, right ankle and foot, subsequent encounter for fracture with delayed healing"
21771	M80.071K	"Age-related osteoporosis with current pathological fracture, right ankle and foot, subsequent encounter for fracture with nonunion"
21772	M80.071P	"Age-related osteoporosis with current pathological fracture, right ankle and foot, subsequent encounter for fracture with malunion"
21773	M80.071S	"Age-related osteoporosis with current pathological fracture, right ankle and foot, sequela"
21776	M80.072D	"Age-related osteoporosis with current pathological fracture, left ankle and foot, subsequent encounter for fracture with routine healing"
21777	M80.072G	"Age-related osteoporosis with current pathological fracture, left ankle and foot, subsequent encounter for fracture with delayed healing"
21778	M80.072K	"Age-related osteoporosis with current pathological fracture, left ankle and foot, subsequent encounter for fracture with nonunion"
21779	M80.072P	"Age-related osteoporosis with current pathological fracture, left ankle and foot, subsequent encounter for fracture with malunion"
21780	M80.072S	"Age-related osteoporosis with current pathological fracture, left ankle and foot, sequela"
21783	M80.079D	"Age-related osteoporosis with current pathological fracture, unspecified ankle and foot, subsequent encounter for fracture with routine healing"
21784	M80.079G	"Age-related osteoporosis with current pathological fracture, unspecified ankle and foot, subsequent encounter for fracture with delayed healing"
21785	M80.079K	"Age-related osteoporosis with current pathological fracture, unspecified ankle and foot, subsequent encounter for fracture with nonunion"
21786	M80.079P	"Age-related osteoporosis with current pathological fracture, unspecified ankle and foot, subsequent encounter for fracture with malunion"
21787	M80.079S	"Age-related osteoporosis with current pathological fracture, unspecified ankle and foot, sequela"
21790	M80.08XD	"Age-related osteoporosis with current pathological fracture, vertebra(e), subsequent encounter for fracture with routine healing"
21791	M80.08XG	"Age-related osteoporosis with current pathological fracture, vertebra(e), subsequent encounter for fracture with delayed healing"
21792	M80.08XK	"Age-related osteoporosis with current pathological fracture, vertebra(e), subsequent encounter for fracture with nonunion"
21793	M80.08XP	"Age-related osteoporosis with current pathological fracture, vertebra(e), subsequent encounter for fracture with malunion"
21794	M80.08XS	"Age-related osteoporosis with current pathological fracture, vertebra(e), sequela"
21797	M80.0AXD	"Age-related osteoporosis with current pathological fracture, other site, subsequent encounter for fracture with routine healing"
21798	M80.0AXG	"Age-related osteoporosis with current pathological fracture, other site, subsequent encounter for fracture with delayed healing"
21799	M80.0AXK	"Age-related osteoporosis with current pathological fracture, other site, subsequent encounter for fracture with nonunion"
21800	M80.0AXP	"Age-related osteoporosis with current pathological fracture, other site, subsequent encounter for fracture with malunion"
21801	M80.0AXS	"Age-related osteoporosis with current pathological fracture, other site, sequela"
21805	M80.0B1D	"Age-related osteoporosis with current pathological fracture, right pelvis, subsequent encounter for fracture with routine healing"
21806	M80.0B1G	"Age-related osteoporosis with current pathological fracture, right pelvis, subsequent encounter for fracture with delayed healing"
21807	M80.0B1K	"Age-related osteoporosis with current pathological fracture, right pelvis, subsequent encounter for fracture with nonunion"
21808	M80.0B1P	"Age-related osteoporosis with current pathological fracture, right pelvis, subsequent encounter for fracture with malunion"
21809	M80.0B1S	"Age-related osteoporosis with current pathological fracture, right pelvis, sequela"
21812	M80.0B2D	"Age-related osteoporosis with current pathological fracture, left pelvis, subsequent encounter for fracture with routine healing"
21813	M80.0B2G	"Age-related osteoporosis with current pathological fracture, left pelvis, subsequent encounter for fracture with delayed healing"
21814	M80.0B2K	"Age-related osteoporosis with current pathological fracture, left pelvis, subsequent encounter for fracture with nonunion"
21815	M80.0B2P	"Age-related osteoporosis with current pathological fracture, left pelvis, subsequent encounter for fracture with malunion"
21816	M80.0B2S	"Age-related osteoporosis with current pathological fracture, left pelvis, sequela"
21819	M80.0B9D	"Age-related osteoporosis with current pathological fracture, unspecified pelvis, subsequent encounter for fracture with routine healing"
21820	M80.0B9G	"Age-related osteoporosis with current pathological fracture, unspecified pelvis, subsequent encounter for fracture with delayed healing"
21821	M80.0B9K	"Age-related osteoporosis with current pathological fracture, unspecified pelvis, subsequent encounter for fracture with nonunion"
21822	M80.0B9P	"Age-related osteoporosis with current pathological fracture, unspecified pelvis, subsequent encounter for fracture with malunion"
21823	M80.0B9S	"Age-related osteoporosis with current pathological fracture, unspecified pelvis, sequela"
21827	M80.80XD	"Other osteoporosis with current pathological fracture, unspecified site, subsequent encounter for fracture with routine healing"
21828	M80.80XG	"Other osteoporosis with current pathological fracture, unspecified site, subsequent encounter for fracture with delayed healing"
21829	M80.80XK	"Other osteoporosis with current pathological fracture, unspecified site, subsequent encounter for fracture with nonunion"
21830	M80.80XP	"Other osteoporosis with current pathological fracture, unspecified site, subsequent encounter for fracture with malunion"
21831	M80.80XS	"Other osteoporosis with current pathological fracture, unspecified site, sequela"
21835	M80.811D	"Other osteoporosis with current pathological fracture, right shoulder, subsequent encounter for fracture with routine healing"
21836	M80.811G	"Other osteoporosis with current pathological fracture, right shoulder, subsequent encounter for fracture with delayed healing"
21837	M80.811K	"Other osteoporosis with current pathological fracture, right shoulder, subsequent encounter for fracture with nonunion"
21838	M80.811P	"Other osteoporosis with current pathological fracture, right shoulder, subsequent encounter for fracture with malunion"
21839	M80.811S	"Other osteoporosis with current pathological fracture, right shoulder, sequela"
21842	M80.812D	"Other osteoporosis with current pathological fracture, left shoulder, subsequent encounter for fracture with routine healing"
21843	M80.812G	"Other osteoporosis with current pathological fracture, left shoulder, subsequent encounter for fracture with delayed healing"
21844	M80.812K	"Other osteoporosis with current pathological fracture, left shoulder, subsequent encounter for fracture with nonunion"
21845	M80.812P	"Other osteoporosis with current pathological fracture, left shoulder, subsequent encounter for fracture with malunion"
21846	M80.812S	"Other osteoporosis with current pathological fracture, left shoulder, sequela"
21849	M80.819D	"Other osteoporosis with current pathological fracture, unspecified shoulder, subsequent encounter for fracture with routine healing"
21850	M80.819G	"Other osteoporosis with current pathological fracture, unspecified shoulder, subsequent encounter for fracture with delayed healing"
21851	M80.819K	"Other osteoporosis with current pathological fracture, unspecified shoulder, subsequent encounter for fracture with nonunion"
21852	M80.819P	"Other osteoporosis with current pathological fracture, unspecified shoulder, subsequent encounter for fracture with malunion"
21853	M80.819S	"Other osteoporosis with current pathological fracture, unspecified shoulder, sequela"
